fkh,P32
skpA,InR
skpA,InR
skpA,bsk
skpA,kay
Rbf,arm
Rbf,sgg
Rbf,N
Rbf,N
Rbf,hep
Rbf,CycD
Rbf,CycD
Rbf,CycD
Rbf,Hrs
Rbf,lilli
Rbf,Nos
Rbf,Stam
Rbf,CycE
Rbf,EcR
Rbf,Pabp2
Rbf,ptc
Rbf,dap
Rbf,dap
Rbf,dap
Rbf,Dp
Rbf,mam
Rbf,rho
Rbf,S6k
Rbf,Cbl
Rbf,Cbl
Rbf,Atg1
Rbf,W
Rbf,rpr
Rbf,pum
Rbf,sqd
Rbf,E2f
Rbf,E2f
Rbf,E2f
Rbf,Tsc1
Rbf,Axn
Rbf,lola
Rbf,Apc
Rbf,bsk
Rbf,dom
Rbf,tara
Rbf,Rheb
Rbf,p53
Rbf,mir-998
Rbf,mir-998
Rbf,ban
mus81,Blm
DAAM,dsh
DAAM,Wnt5
DAAM,chic
DAAM,Btk29A
DAAM,Btk29A
DAAM,Arpc1
DAAM,Src42A
DAAM,Src42A
DAAM,Vang
DAAM,stan
DAAM,Rho1
DAAM,Rho1
DAAM,ena
DAAM,ena
DAAM,Rac1
DAAM,Rac1
DAAM,CG32138
DAAM,Tm2
DAAM,Act88F
DAAM,tmod
DAAM,fz
DAAM,pk
png,CycE
png,dap
png,CycB
png,CycB
png,eIF-5A
png,CycA
png,CycB3
png,mts
png,Pp1-87B
CG14786,Vps35
sta,RpS21
dor,w
dor,hk
Scgdelta,Smox
Scgdelta,Mad
Scgdelta,Med
Adar,Gad1
Adar,Rdl
Pgam5,Pink1
Pgam5,shi
Vps26,ninaE
Vps26,shi
trr,EcR
trr,Lpt
arm,sgg
arm,sgg
arm,sgg
arm,sgg
arm,ovo
arm,dsh
arm,dlg1
arm,hep
arm,ds
arm,dpp
arm,lilli
arm,ft
arm,Traf4
arm,tkv
arm,tkv
arm,wg
arm,cdc2
arm,da
arm,SCAR
arm,Fas3
arm,spi
arm,tsh
arm,nito
arm,tum
arm,mam
arm,shg
arm,shg
arm,Egfr
arm,Egfr
arm,ebd1
arm,rho
arm,pav
arm,pbl
arm,nmo
arm,Arp3
arm,CycA
arm,Tak1
arm,Tak1
arm,brm
arm,aos
arm,aos
arm,W
arm,rept
arm,eRF1
arm,Psn
arm,puc
arm,puc
arm,puc
arm,trbd
arm,CtBP
arm,CtBP
arm,CtBP
arm,mor
arm,Apc2
arm,crb
arm,gro
arm,stg
arm,stg
arm,Axn
arm,pygo
arm,pygo
arm,ci
arm,ci
arm,pan
arm,pan
arm,pan
arm,pan
arm,lgs
arm,spen
arm,spen
arm,bsk
arm,L
arm,nkd
arm,sdt
arm,Abl
arm,Abl
arm,tws
arm,pont
arm,tyn
arm,p120ctn
arm,mir-8
Hr4,Cyp6t3
Hr4,Ras85D
usp,foxo
usp,let-7
Actn,Zasp52
Actn,Dcr-2
Sik2,Crtc
CG4061,Rac1
CG4061,CG6353
CG4061,Pten
CG4061,Xbp1
ph-p,RpLP1
ph-p,dpp
ph-p,daw
ph-p,salm
ph-p,spi
ph-p,dpa
ph-p,tou
ph-p,fj
ph-p,brm
ph-p,Eip75B
ph-p,rept
ph-p,Pc
ph-p,corto
ph-p,trx
ph-p,trx
ph-p,eff
ph-p,eff
ph-p,Hsc70-4
ph-p,Hsc70-4
ph-p,Hsc70-4
ph-p,chm
ph-p,lolal
ph-p,lolal
ph-p,lolal
ph-p,ph-d
ph-p,dom
ph-p,tara
ph-p,tara
wapl,pds5
wapl,Nipped-B
pcx,N
pcx,Hsc70-3
pcx,O-fut1
pcx,Xbp1
phl,Dsor1
phl,Dsor1
phl,Dsor1
phl,Dsor1
phl,hep
phl,dod
phl,S6kII
phl,S6kII
phl,kis
phl,S
phl,S
phl,aop
phl,aop
phl,lilli
phl,PDZ-GEF
phl,eya
phl,wg
phl,Sos
phl,Nhe2
phl,step
phl,Src42A
phl,Src42A
phl,Src42A
phl,Src42A
phl,Src42A
phl,Bap170
phl,geminin
phl,Jra
phl,tum
phl,mam
phl,SelD
phl,phyl
phl,phyl
phl,cnk
phl,Egfr
phl,PTP-ER
phl,PTP-ER
phl,Rac1
phl,R
phl,Hsp83
phl,sty
phl,brm
phl,Taf4
phl,Taf6
phl,ksr
phl,ksr
phl,Ras85D
phl,put
phl,14-3-3epsilon
phl,hh
phl,pnt
phl,pnt
phl,Dis3
phl,alph
phl,spen
phl,spen
phl,scrib
phl,rap
phl,mts
phl,mts
phl,rl
phl,rl
phl,rl
phl,rl
phl,rl
PsGEF,Rac1
gt,tsh
tko,mRpL14
tko,srl
boi,smo
boi,ihog
boi,hh
boi,ci
z,w
z,w
z,mxc
z,e(y)1
z,e(y)3
z,Su(var)205
z,Psc
z,Psc
z,Psc
z,Psc
z,Su(z)2
z,Su(z)2
z,Su(z)2
z,Su(z)2
z,Su(z)2
z,Su(z)2
z,E(z)
z,E(z)
z,E(z)
z,E(z)
z,E(z)
z,E(z)
z,Scm
z,Scm
z,e(y)2
z,Sam-S
Pdfr,Pdf
Pdfr,dco
egh,Ras85D
egh,foxo
egh,Akt1
egh,Pi3K92E
egh,Pten
Seipin,SCAP
Seipin,Lpin
Seipin,mino
Seipin,CdsA
Seipin,CdsA
Seipin,mdy
Seipin,mdy
Seipin,RyR
Seipin,Ca-P60A
Seipin,Ca-P60A
sgg,arm
sgg,arm
sgg,wg
sgg,Cyp310a1
sgg,Rho1
sgg,5-HT1B
sgg,brm
sgg,wnd
sgg,CRMP
sgg,Su(fu)
sgg,mor
sgg,osa
sgg,osa
sgg,cry
sgg,Axn
sgg,Axn
sgg,pan
sgg,bsk
sgg,tws
sgg,CG17278
sgg,gskt
sgg,kay
sgg,kay
sgg,futsch
per,tim
per,tim
per,tim
per,tim
per,tim
per,shn
per,cry
per,dco
per,CkIIalpha
fs(1)Yb,ptc
fs(1)Yb,hh
fs(1)Ya,RpLP0
ttm50,th
ttm50,W
crm,Pcl
crm,Su(var)3-9
crm,Su(var)3-9
Syx4,Nrx-1
w,y
w,su(w[a])
w,su(w[a])
w,ph-p
w,ph-p
w,ph-p
w,ph-p
w,ph-p
w,ph-p
w,ph-p
w,ph-p
w,z
w,z
w,z
w,z
w,z
w,z
w,dwg
w,e(y)1
w,e(y)1
w,e(y)3
w,kis
w,Kr-h1
w,Kr-h1
w,Gas41
w,r2d2
w,Su(var)205
w,Taf11
w,esc
w,Sir2
w,loqs
w,barr
w,drosha
w,E(Pc)
w,E(Pc)
w,Psc
w,Psc
w,Psc
w,Psc
w,Psc
w,Psc
w,Psc
w,Su(z)2
w,Asx
w,Asx
w,BEAF-32
w,BEAF-32
w,Inr-a
w,Inr-a
w,Inr-a
w,Inr-a
w,Dcr-2
w,Dcr-2
w,Dcr-2
w,Pcl
w,Pcl
w,Pcl
w,Pcl
w,E(z)
w,E(z)
w,E(z)
w,AGO2
w,AGO2
w,brm
w,brm
w,brm
w,ash1
w,Pc
w,Pc
w,Pc
w,Pc
w,Pc
w,Pc
w,Pc
w,Pc
w,Pc
w,CG7172
w,RpLP0
w,RpLP0
w,Rga
w,Rm62
w,Rm62
w,Alh
w,Ibf2
w,Scm
w,Scm
w,Scm
w,Scm
w,B52
w,B52
w,trx
w,trx
w,trx
w,trx
w,trx
w,trx
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,su(Hw)
w,Cp190
w,mor
w,mor
w,mor
w,fru
w,Dcr-1
w,Dcr-1
w,Spps
w,Sce
w,Sce
w,Sce
w,Sce
w,Doa
w,Doa
w,Doa
w,pasha
w,pasha
w,pho
w,pho
w,pho
w,pho
w,pho
w,pho
w,pho
w,nej
w,g
w,sdt
w,sdt
w,ph-d
w,ox
w,east
w,east
w,Gug
w,woc
w,Trl
w,Trl
w,su(f)
w,su(f)
w,su(f)
w,roX1
w,let-7-C
rst,kirre
rst,morgue
rst,alpha-Cat
rst,Dl
rst,Dl
rst,hbs
rst,X11L
kirre,Rho1
kirre,zip
kirre,sns
kirre,hbs
N,sgg
N,sgg
N,dm
N,dm
N,dm
N,Marf
N,dx
N,dx
N,dx
N,dx
N,dx
N,dx
N,Pink1
N,Traf6
N,ND75
N,Dsor1
N,dsh
N,Amun
N,sno
N,sno
N,sd
N,Chc
N,Stim
N,RpS5a
N,B-H1
N,e(y)1
N,upd2
N,upd2
N,os
N,Hs3st-B
N,rictor
N,rictor
N,kis
N,ebi
N,ebi
N,Nle
N,Nle
N,S
N,chinmo
N,cpb
N,Su(dx)
N,Su(dx)
N,Su(dx)
N,Su(dx)
N,dpp
N,insv
N,Drp1
N,alpha4GT1
N,fred
N,ed
N,tkv
N,eIF-4a
N,lid
N,lid
N,wg
N,wg
N,wg
N,wg
N,wg
N,wg
N,Btk29A
N,numb
N,numb
N,bib
N,l(2)gd1
N,Rab6
N,Rab6
N,bun
N,kuz
N,kuz
N,kuz
N,Sos
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,Su(H)
N,esg
N,CycE
N,CycE
N,Acn
N,Nipped-A
N,Nipped-A
N,Nipped-A
N,Nipped-A
N,dpn
N,dpn
N,ptc
N,Hr46
N,Caf1-105
N,Egm
N,fra
N,Sin3A
N,sca
N,sca
N,sca
N,sca
N,vg
N,vg
N,mam
N,mam
N,mam
N,phyl
N,chn
N,GPHR
N,GPHR
N,CG6520
N,fj
N,ena
N,ena
N,sm
N,insc
N,shg
N,Egfr
N,Egfr
N,Egfr
N,Tbp
N,Gp150
N,Rtf1
N,px
N,Chi
N,snama
N,enok
N,nvy
N,bs
N,bs
N,RpL19
N,hipk
N,emc
N,Rac1
N,Rac1
N,rho
N,Ero1L
N,Bre1
N,vn
N,lark
N,lqf
N,nmo
N,nmo
N,orb2
N,klu
N,klu
N,klu
N,Pi3K68D
N,toe
N,eyg
N,eyg
N,Hip1
N,Hip1
N,CG42709
N,Prosbeta2
N,Prosbeta6
N,Mo25
N,Nrt
N,frc
N,Nedd4
N,Nedd4
N,Su(Tpl)
N,Su(var)3-3
N,Psn
N,Psn
N,CG11399
N,fng
N,alpha-Cat
N,aux
N,srl
N,cno
N,CRMP
N,RpL13A
N,dgrn
N,Antp
N,pyd
N,neur
N,Kap-alpha3
N,Kap-alpha3
N,Vha55
N,Past1
N,CtBP
N,Hsc70-4
N,Hsc70-4
N,Atg4b
N,Atg4b
N,Akt1
N,gl
N,fru
N,Dl
N,Dl
N,Dl
N,Dl
N,Dl
N,Dl
N,Dl
N,Dl
N,Dl
N,H
N,H
N,H
N,H
N,H
N,H
N,Dcr-1
N,klg
N,pnt
N,crb
N,nct
N,CG9996
N,CG9996
N,msi
N,E(spl)mdelta-HLH
N,E(spl)mdelta-HLH
N,E(spl)mgamma-HLH
N,E(spl)mgamma-HLH
N,E(spl)mbeta-HLH
N,E(spl)mbeta-HLH
N,E(spl)m7-HLH
N,E(spl)m7-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,E(spl)m8-HLH
N,gro
N,Pkc98E
N,stg
N,stg
N,pygo
N,CycG
N,bl
N,e(r)
N,trio
N,trio
N,trio
N,trbl
N,Pak
N,hbs
N,spen
N,spen
N,ct
N,lola
N,lola
N,Lk6
N,lolal
N,bsk
N,L
N,pk
N,dom
N,dom
N,dom
N,Abl
N,Abl
N,Abl
N,Hex-A
N,ImpL3
N,Acsl
N,CkIIalpha
N,Catsup
N,Ca-P60A
N,hrg
N,krz
N,Cct1
N,CG12084
N,tlk
N,rumi
N,erm
N,Ndfip
N,Ndfip
N,par-1
N,upd3
N,vtd
N,RpL15
N,Nipped-B
N,Nipped-B
N,mir-13a
N,mir-2c
N,mir-278
N,ban
dnc,rut
dnc,rut
dnc,amn
dnc,Fmr1
dnc,Galphas
dnc,DopEcR
dnc,Gprk2
dm,sc
dm,Mnt
dm,sqh
dm,Atg8a
dm,sisA
dm,hep
dm,run
dm,RpI135
dm,Rab5
dm,dpp
dm,tkv
dm,lid
dm,lid
dm,lid
dm,ref(2)P
dm,dia
dm,CG7686
dm,Sin3A
dm,Su(z)2
dm,Dp
dm,Asx
dm,shg
dm,Pi3K59F
dm,yki
dm,pUf68
dm,pUf68
dm,ago
dm,ago
dm,ago
dm,ago
dm,Atg18a
dm,hay
dm,Gcn5
dm,Gcn5
dm,Atg1
dm,fwe
dm,brm
dm,th
dm,rept
dm,Max
dm,PEK
dm,Snr1
dm,Atg17
dm,puc
dm,put
dm,mor
dm,Keap1
dm,cnc
dm,puf
dm,puf
dm,ash2
dm,ash2
dm,BM-40-SPARC
dm,BM-40-SPARC
dm,Ets97D
dm,Hcf
dm,Hcf
dm,RpL8
dm,pont
dm,pont
dm,Desat1
dm,vito
dm,p53
dm,Ilp5
dm,mir-308
Parg,shg
Parg,Parp
Rala,N
Rala,hep
Rala,Sec5
Rala,Traf4
Rala,p38b
Rala,p38b
Rala,Jra
Rala,R
Rala,lqf
Rala,Exo70
Rala,Nc
Rala,puc
Rala,puc
Rala,neur
Rala,Ras85D
Rala,Mekk1
Rala,Dl
Rala,Rlip
Rala,Rlip
Rala,Sec15
Rala,msn
Rala,msn
Rala,Rgl
Rala,bsk
Rala,bsk
Rala,kay
ec,S
ec,spi
ec,shg
ec,nmo
ec,bsk
Vap-33A,PI4KIIIalpha
Vap-33A,CG6048
Vap-33A,CG9172
Vap-33A,Thor
Vap-33A,tkv
Vap-33A,NaPi-T
Vap-33A,Nup75
Vap-33A,TBPH
Vap-33A,S6k
Vap-33A,Sod
Vap-33A,Atg1
Vap-33A,CG7564
Vap-33A,Ada2b
Vap-33A,Tsc1
Vap-33A,ssh
Vap-33A,ppk30
Vap-33A,Eph
Vap-33A,fwd
Vap-33A,Tor
lva,Lrrk
brn,da
cib,chic
tyf,per
Fas2,Appl
Fas2,Appl
Fas2,Met
Fas2,beat-Ia
Fas2,Amph
Fas2,Sema-2a
Fas2,Sema-2a
Fas2,Galphas
Fas2,aos
Fas2,Timp
Fas2,sif
Fas2,sif
Fas2,bsk
Fas2,mys
Fas2,rl
mei-9,pch2
mei-9,mei-218
norpA,rdgA
norpA,AP-2alpha
norpA,Osi21
norpA,lace
norpA,Pld
norpA,Pld
norpA,Cp1
norpA,Cp1
norpA,ktub
norpA,Arr2
norpA,Arr2
norpA,Arr2
norpA,TrpA1
norpA,Nc
norpA,Atg1
norpA,gig
norpA,rdgC
norpA,Cys
norpA,cry
norpA,ninaE
norpA,ninaE
norpA,Tsc1
norpA,CDase
norpA,Spn42Da
bi,hep
bi,dpp
bi,wg
bi,p38b
bi,ap
bi,puc
bi,puc
bi,ci
rb,w
rb,aux
rb,Blos1
peb,ush
peb,aop
peb,dpp
peb,dpp
peb,ed
peb,vkg
peb,vkg
peb,Cg25C
peb,tkv
peb,vri
peb,Hel25E
peb,chic
peb,chic
peb,eIF-4a
peb,Sec61alpha
peb,CG11329
peb,CycE
peb,heix
peb,cact
peb,dac
peb,Cyt-c-p
peb,babo
peb,Jra
peb,Jra
peb,Rpn6
peb,chn
peb,Rho1
peb,MESK2
peb,Egfr
peb,dve
peb,px
peb,blw
peb,apt
peb,Thiolase
peb,slbo
peb,kst
peb,kst
peb,LanA
peb,rols
peb,not
peb,rept
peb,eRF1
peb,puc
peb,srp
peb,osa
peb,gl
peb,Dl
peb,Dl
peb,Dl
peb,InR
peb,jbug
peb,Dmn
peb,Pdsw
peb,ps
peb,Coprox
peb,bsk
peb,bsk
peb,dom
peb,retn
peb,tutl
peb,Acsl
peb,Sec61beta
peb,aPKC
peb,RyR
Torsin,Lpin
Torsin,Pu
ctp,Dhc64C
ctp,Atg1
ctp,Gl
ctp,Gl
l(1)G0334,Zw
l(1)G0334,Pfk
Bteb2,BM-40-SPARC
Ptp4E,Ptp10D
ovo,snf
ovo,otu
ovo,mle
ovo,mle
ovo,Sxl
Cdk7,twe
Cdk7,hay
snf,Sxl
snf,Sxl
snf,Sxl
snf,Sxl
snf,Sxl
CG4096,Ras85D
lin-52,Rbf
lin-52,mip130
lin-52,mip40
lin-52,th
lin-52,W
Act5C,Act42A
rux,ebi
rux,S
rux,ast
rux,Rca1
rux,twe
rux,twe
rux,swm
rux,swm
rux,CycB
rux,CycA
rux,CycA
rux,CycA
rux,Ras85D
rux,stg
rux,stg
raptor,hppy
raptor,S6k
sqh,ovo
sqh,Pkn
sqh,zip
Top3beta,Fmr1
Marf,CG12125
Marf,Mul1
Marf,CG4623
Marf,Sod
Marf,park
Marf,park
dx,N
dx,Nle
dx,Su(dx)
dx,Su(dx)
dx,Su(dx)
dx,Su(H)
dx,Su(H)
dx,Su(H)
dx,sca
dx,GPHR
dx,klu
dx,Hip1
dx,Hip1
dx,CG11399
dx,Kap-alpha3
dx,Hsc70-4
dx,Atg4b
dx,Dl
dx,H
dx,hrg
dx,krz
dx,Ndfip
Ctr1A,CG6852
Ctr1A,Ctr1B
Ctr1A,Ctr1B
Ctr1A,Ctr1B
Ctr1A,Ctr1C
Pink1,Pgam5
Pink1,Pgam5
Pink1,Pgam5
Pink1,N
Pink1,CG3016
Pink1,Marf
Pink1,Marf
Pink1,Marf
Pink1,Marf
Pink1,sicily
Pink1,Fer3HCH
Pink1,Ucp4A
Pink1,Ucp4A
Pink1,rictor
Pink1,rictor
Pink1,Pi3K21B
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Drp1
Pink1,Thor
Pink1,Thor
Pink1,Ucp4C
Pink1,Ucp4B
Pink1,Tg
Pink1,Tg
Pink1,Sir2
Pink1,heix
Pink1,heix
Pink1,ref(2)P
Pink1,Trap1
Pink1,Trap1
Pink1,TER94
Pink1,Buffy
Pink1,DJ-1alpha
Pink1,Opa1
Pink1,Opa1
Pink1,Opa1
Pink1,Opa1
Pink1,Opa1
Pink1,Opa1
Pink1,Opa1
Pink1,beta4GalNAcTA
Pink1,Sin1
Pink1,Sin1
Pink1,clu
Pink1,clu
Pink1,Khc
Pink1,Khc
Pink1,Sod2
Pink1,Vps35
Pink1,Mul1
Pink1,Mul1
Pink1,GstO2
Pink1,APP-BP1
Pink1,Atg1
Pink1,Lon
Pink1,Lon
Pink1,trc
Pink1,trc
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,park
Pink1,PEK
Pink1,foxo
Pink1,HtrA2
Pink1,HtrA2
Pink1,HtrA2
Pink1,HtrA2
Pink1,Keap1
Pink1,dnk
Pink1,Lrrk
Pink1,ND42
Pink1,ND42
Pink1,Miro
Pink1,Miro
Pink1,dj-1beta
Pink1,Ret
Pink1,Acon
Pink1,milt
Pink1,mask
Pink1,chico
C3G,R
C3G,ksr
C3G,Ras85D
C3G,rl
iav,CG17150
Nf-YC,sens
Atx-1,Nmnat
Atx-1,sens
Inx2,shg
Inx2,Inx3
cm,w
cm,Blos1
brk,dm
brk,tkv
brk,tsh
brk,shn
brk,yki
brk,puc
brk,ban
Dok,Jra
Dok,puc
Dok,shark
Pdp,Dg
CG1444,Pi3K92E
hdm,pch2
hdm,rec
hdm,mei-218
CG10777,dx
CG42593,cos
CG42593,Nc
sws,Appl
sws,per
sws,Pka-C3
sn,f
sn,f
sn,f
sn,qua
sn,qua
sn,m
fs(1)h,Rac1
fs(1)h,trx
fs(1)h,ash2
Smox,daw
Smox,babo
Smox,babo
Smox,myo
Smox,Actbeta
Trxr-1,Sod
Trxr-1,Cat
sni,per
ND75,spi
ND75,Sod2
ND75,foxo
ND75,Akt1
Trf2,ph-p
otu,cup
otu,pea
otu,SP
otu,Sxl
Nrg,Fas2
Nrg,Fas3
Nrg,eve
Nrg,Egfr
Nrg,Egfr
Nrg,Egfr
Nrg,htl
Nrg,htl
Trf4-1,Rrp6
Crag,Rab11
Caf1-180,asf1
Caf1-180,Blm
oc,Kr-h1
Ppt1,Fas2
Ppt1,Ubc-E2H
Ppt1,Imp
Ppt1,Hsc70-3
Ppt1,tsg
Ppt1,Syt1
Ppt1,bchs
Ppt1,smt3
Ppt1,sax
Ppt1,sax
Ppt1,sax
Ppt1,IntS8
Ppt1,MESR4
Ppt1,gbb
Ppt1,zip
Ppt1,foi
Ppt1,Jarid2
Ppt1,Naa60
Ppt1,CG32138
Ppt1,cln3
Ppt1,cln3
Ppt1,Csk
Ppt1,EndoA
Ppt1,Usp12-46
Ppt1,CG5991
Ppt1,CG1458
Ppt1,faf
Ppt1,msn
Ppt1,m
Ppt1,mys
Ppt1,shi
Ppt1,fs(1)N
Ppt1,fs(1)N
Ppt1,stnA
Ppt1,kay
Lim1,al
Lim1,al
Lim1,Chi
Moe,smo
Moe,Rho1
Moe,Rho1
Moe,Rho1
Moe,zip
Moe,puc
Moe,Rok
Moe,conu
Moe,conu
rdgA,norpA
rdgA,wun
rdgA,Galphaq
rdgA,Galphaq
rdgA,sktl
rdgA,inaD
rdgA,laza
rdgA,laza
rdgA,laza
rdgA,CG11426
rdgA,Nmnat
rdgA,trp
rdgA,trp
rdgA,CdsA
rdgA,wun2
HP1b,Su(var)205
CG7033,fzy
fh,Fer3HCH
fh,Fer3HCH
fh,lace
fh,Mef2
fh,GLaz
fh,Pdk1
fh,Cat
fh,mfrn
fh,mfrn
mxc,sxc
mxc,Psc
mxc,Asx
mxc,Pcl
mxc,E(z)
mxc,brm
mxc,Pc
mxc,tub
mxc,corto
mxc,Scm
mxc,Tl
mxc,pho
mxc,dom
Dsor1,aop
Dsor1,Src42A
Dsor1,Src42A
Dsor1,mam
Dsor1,Egfr
Dsor1,PTP-ER
Dsor1,PTP-ER
Dsor1,Taf6
Dsor1,ksr
Dsor1,hh
Dsor1,pnt
Dsor1,mts
Dsor1,rl
Dsor1,rl
Dsor1,rl
lz,z
lz,aop
lz,amos
lz,Bgb
lz,Bgb
lz,Bro
lz,Hsp83
lz,Ras85D
lz,Ras85D
lz,srp
lz,osa
lz,sv
lz,sv
lz,mod(mdg4)
lz,su(f)
lz,su(f)
lz,su(f)
btd,Sp1
btd,Dll
Hk,eag
Hk,para
Hk,qvr
X11Lbeta,X11L
CG32676,Pc
CG32676,trx
sesB,para
sesB,srl
sesB,awd
sesB,shi
sesB,Atpalpha
Imp,chic
Imp,sna
Imp,CycE
Imp,mub
Imp,sqd
Imp,E2f
Imp,msi
Imp,jigr1
v,su(s)
v,su(s)
v,su(s)
v,su(s)
sev,Dsor1
sev,S6kII
sev,S
sev,Sos
sev,Sos
sev,Sos
sev,Sos
sev,Socs36E
sev,Socs36E
sev,babo
sev,Jra
sev,drk
sev,drk
sev,drk
sev,drk
sev,SelD
sev,cnk
sev,Egfr
sev,tsr
sev,Cdc37
sev,R
sev,dos
sev,dos
sev,dos
sev,dos
sev,dos
sev,dos
sev,sty
sev,melt
sev,Cbl
sev,RasGAP1
sev,Dab
sev,Dab
sev,Nrt
sev,Cat
sev,Mkp3
sev,ato
sev,Ras85D
sev,cdi
sev,mRpL55
sev,TfIIA-S
sev,ssh
sev,rin
sev,mask
sev,rl
sev,kay
Dlic,nudE
sisA,sc
sisA,os
sisA,dpn
sisA,Sxl
Kap3,Klp64D
dsh,DAAM
dsh,arm
dsh,sgg
dsh,N
dsh,sqh
dsh,sqh
dsh,dx
dsh,dx
dsh,Moe
dsh,hep
dsh,hep
dsh,hep
dsh,Wnt5
dsh,ex
dsh,aop
dsh,Rab5
dsh,ed
dsh,tkv
dsh,wg
dsh,wg
dsh,ck
dsh,Cyp310a1
dsh,Cyp310a1
dsh,Jra
dsh,Jra
dsh,bdg
dsh,Rho1
dsh,Rho1
dsh,zip
dsh,Rac1
dsh,Rac1
dsh,sgl
dsh,btl
dsh,W
dsh,Wnk
dsh,Dl
dsh,E(spl)mbeta-HLH
dsh,Axn
dsh,dco
dsh,Rok
dsh,Rok
dsh,msn
dsh,bsk
dsh,bsk
dsh,bsk
dsh,bsk
dsh,nkd
dsh,nkd
dsh,fz
dsh,pk
dsh,pk
dsh,pk
dsh,pk
dsh,Abl
dsh,tws
dsh,Mbs
dsh,CG17278
dsh,CG15283
dsh,CG15283
dsh,kay
hop,phl
hop,Dsor1
hop,CG15211
hop,CG1572
hop,baz
hop,os
hop,os
hop,ush
hop,ush
hop,CycE
hop,CG4793
hop,Socs36E
hop,Socs44A
hop,Su(var)2-10
hop,Su(var)2-10
hop,Rho1
hop,Cdk4
hop,Cdk4
hop,CG10764
hop,CG13559
hop,Ptp61F
hop,ecd
hop,brm
hop,Galphaf
hop,Galphaf
hop,Galphaf
hop,pzg
hop,mfas
hop,pxb
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,Stat92E
hop,BRWD3
hop,awd
hop,PPO3
hop,E(bx)
hop,E(bx)
hop,kay
dlg1,baz
dlg1,Sh
dlg1,Syx18
dlg1,par-1
Drak,sqh
Drak,Rho1
Drak,zip
Drak,Sb
Drak,flw
RpII215,RpII140
RpII215,RpII140
RpII215,RpII140
RpII215,RpII140
nod,lwr
nod,neb
nod,ncd
nod,sub
rho-4,S
RPA3,N
RPA3,numb
RPA3,yki
Met,gce
Met,gce
Met,gce
Met,br
Met,br
bif,Amph
bif,Fas1
Amun,ac
Amun,N
Amun,H
inaF-D,trp
CkIIbeta,Pdfr
ATP7,Ctr1A
ATP7,Ctr1A
ATP7,MTF-1
ATP7,Psn
ATP7,Ctr1B
ATP7,Mvl
cac,para
cac,Frq2
cac,GluRIIC
cac,mle
cac,mle
cac,P32
cac,Dab
cac,comt
gd,snk
tsg,sog
fw,stan
fw,fz
Usp7,bur
Ten-a,Ten-m
LIMK1,RhoGAPp190
LIMK1,RhoGAPp190
LIMK1,Cdc42
LIMK1,SCAR
LIMK1,sick
LIMK1,dia
LIMK1,dia
LIMK1,Pkn
LIMK1,Rho1
LIMK1,Rho1
LIMK1,Rho1
LIMK1,RhoGEF2
LIMK1,RhoGEF2
LIMK1,tsr
LIMK1,tsr
LIMK1,bs
LIMK1,Rac1
LIMK1,Rac1
LIMK1,Rac1
LIMK1,frac
LIMK1,pbl
LIMK1,Sb
LIMK1,ssh
LIMK1,ssh
LIMK1,ssh
LIMK1,sif
LIMK1,sif
LIMK1,Rok
LIMK1,Rok
LIMK1,Rok
LIMK1,trio
LIMK1,trio
LIMK1,Pak
LIMK1,br
hec,fru
hep,arm
hep,arm
hep,sgg
hep,dsh
hep,dsh
hep,cbt
hep,NLaz
hep,chic
hep,chic
hep,Wnt4
hep,wg
hep,wg
hep,Cka
hep,Jra
hep,Jra
hep,ena
hep,tsr
hep,Rac1
hep,Rpd3
hep,btl
hep,park
hep,puc
hep,puc
hep,puc
hep,puc
hep,puc
hep,puc
hep,puc
hep,Mkk4
hep,Mkk4
hep,pyd
hep,foxo
hep,alph
hep,Axn
hep,pan
hep,chm
hep,flw
hep,bsk
hep,bsk
hep,bsk
hep,bsk
hep,bsk
hep,kay
lic,Duox
lic,alph
sno,N
sno,ebi
sno,wg
sno,vg
sno,Atg4b
sno,Dl
sno,H
sno,H
sno,ct
REG,dm
REG,th
mew,pot
mew,if
mew,if
mew,if
mew,Tsp
mew,sli
mew,bs
IP3K2,Itp-r83A
Set2,EcR
Neto,Mad
Neto,gbb
Neto,wit
up,Mhc
up,Mhc
up,Tm2
NFAT,CycE
NFAT,futsch
Lig4,okr
Pdcd4,eIF-4a
rdgB,norpA
